uid,vid,quiz_time,used_time(s),grade
2020213353,20,2022-11-19 13:38:30,7,100
2020213353,21,2022-12-15 11:51:20,36,100
2020213353,22,2022-12-15 12:13:38,78,75
2020213353,23,2022-12-15 13:13:36,5,100
2020213354,1,2022-09-11 15:39:36,66,100
2020213354,2,2022-09-11 15:53:48,55,75
2020213354,3,2022-09-11 16:10:45,198,100
2020213354,4,2022-09-11 16:26:42,21,100
2020213354,5,2022-09-11 16:44:21,49,100
2020213354,6,2022-10-30 13:02:25,72,100
2020213354,7,2022-10-30 13:13:29,56,100
2020213354,8,2022-10-30 13:26:34,156,100
2020213354,9,2022-10-30 19:05:32,82,100
2020213354,10,2022-10-30 19:16:21,96,100
2020213354,11,2022-10-30 19:44:56,30,50
2020213354,12,2022-10-30 20:00:55,63,100
2020213354,13,2022-12-25 21:31:39,188,75
2020213354,15,2022-12-25 21:49:04,111,100
2020213354,16,2022-12-25 22:12:24,280,50
2020213354,17,2022-12-25 22:35:57,149,100
2020213354,18,2022-12-26 13:40:25,130,100
2020213354,19,2022-12-26 14:04:01,480,100
2020213354,20,2022-12-26 14:23:26,452,100
2020213354,21,2022-12-26 14:43:58,154,100
2020213354,22,2022-12-26 14:55:39,263,75
2020213354,23,2022-12-26 15:16:19,257,100
2020213355,1,2022-09-11 11:12:34,226,100
2020213355,2,2022-09-11 11:21:56,310,100
2020213355,3,2022-09-11 11:34:29,639,100
2020213355,4,2022-09-11 11:49:51,207,75
2020213355,5,2022-09-11 12:06:56,8,100
2020213355,6,2022-10-29 16:46:21,534,100
2020213355,7,2022-10-29 17:07:14,593,100
2020213355,8,2022-10-29 17:17:54,312,75
2020213355,9,2022-10-29 17:32:55,7,100
2020213355,10,2022-10-29 17:33:25,801,75
2020213355,11,2022-10-29 18:26:36,29,100
2020213355,12,2022-10-29 18:28:20,234,100
2020213355,13,2022-10-29 18:40:20,51,100
2020213355,14,2022-10-29 18:44:05,241,100
2020213355,15,2022-11-16 18:23:28,64,100
2020213355,16,2022-11-16 18:17:17,83,100
2020213355,17,2022-11-16 18:19:27,206,100
2020213355,18,2022-11-19 13:07:33,94,100
2020213355,19,2022-11-19 13:17:58,377,100
2020213355,20,2022-11-19 13:26:09,74,100
2020213355,21,2022-12-06 11:21:17,23,100
2020213355,22,2022-12-06 11:26:18,7,75
2020213355,23,2022-12-06 11:30:05,63,100
2020213369,1,2022-09-11 21:09:01,227,75
2020213369,2,2022-09-11 21:18:11,182,75
2020213369,3,2022-09-11 21:33:37,299,75
2020213369,4,2022-09-11 21:49:17,189,75
2020213369,5,2022-09-11 22:05:08,77,100
2020213369,6,2022-11-06 19:37:38,147,100
2020213369,7,2022-11-06 19:48:41,294,50
2020213369,8,2022-11-06 20:06:21,153,75
2020213369,9,2022-11-06 20:17:43,86,50
2020213369,10,2022-11-06 20:20:41,292,25
2020213369,11,2022-11-06 21:30:37,129,100
2020213369,12,2022-11-06 21:55:46,83,75
2020213369,13,2022-11-06 22:41:31,144,50
2020213369,15,2022-11-28 14:22:31,154,100
2020213369,16,2022-11-28 14:49:29,241,75
2020213369,17,2022-11-28 15:02:45,132,100
2020213369,18,2022-11-28 15:14:21,168,75
2020213369,19,2022-11-28 15:38:22,465,75
2020213369,20,2022-11-28 15:50:55,117,100
2020213369,21,2022-12-12 17:30:59,144,100
2020213369,22,2022-12-12 17:41:10,143,50
2020213369,23,2022-12-12 17:49:37,162,75
2020213375,1,2022-09-11 15:39:51,268,75
2020213375,2,2022-09-11 15:49:15,304,100
2020213375,3,2022-09-11 16:03:12,211,75
2020213375,4,2022-09-11 16:34:25,154,100
2020213375,5,2022-09-11 16:42:34,396,75
2020213375,6,2022-12-17 17:15:30,975,100
2020213375,7,2022-12-17 17:38:25,511,50
2020213375,8,2022-12-18 14:06:29,245,100
2020213375,9,2022-12-18 14:41:02,147,75
2020213375,10,2022-12-26 20:26:44,636,75
2020213375,11,2022-12-26 20:45:25,178,75
2020213375,12,2022-12-26 20:53:47,179,100
2020213375,13,2022-12-26 21:00:20,189,100
2020213375,15,2022-12-26 21:10:26,130,100
2020213375,16,2022-12-26 21:23:38,162,50
2020213375,17,2022-12-26 21:30:05,158,100
2020213375,18,2022-12-26 21:40:55,177,100
2020213375,19,2022-12-26 21:54:57,279,100
2020213375,20,2022-12-26 22:02:29,98,100
2020213375,21,2022-12-26 22:10:13,222,75
2020213375,22,2022-12-26 22:18:17,210,75
2020213375,23,2022-12-26 22:24:55,188,100
2020213380,1,2022-09-11 15:43:08,342,75
2020213380,2,2022-09-11 15:57:12,241,75
2020213380,3,2022-09-11 16:12:39,455,100
2020213380,4,2022-09-11 16:33:49,62,100
2020213380,5,2022-09-11 16:49:47,223,100
2020213380,6,2022-10-31 11:14:27,283,100
2020213380,7,2022-10-31 14:48:35,548,50
2020213380,8,2022-10-31 17:03:14,303,100
2020213380,9,2022-10-31 17:26:13,98,100
2020213380,10,2022-11-03 15:31:40,440,75
2020213380,11,2022-11-03 16:00:20,116,75
2020213380,12,2022-11-06 14:59:16,112,100
2020213380,13,2022-11-06 15:22:05,149,100
2020213380,15,2022-11-18 09:34:52,125,75
2020213380,16,2022-11-18 10:56:21,352,100
2020213380,17,2022-11-18 11:16:58,213,100
2020213380,18,2022-11-23 09:55:23,81,100
2020213380,19,2022-11-23 10:40:22,239,75
2020213380,20,2022-11-23 10:49:35,35,100
2020213380,21,2022-11-28 19:35:21,51,100
2020213380,22,2022-11-28 19:46:31,151,75
2020213380,23,2022-12-01 12:13:47,121,100
2020213381,1,2022-09-11 11:07:42,43,75
2020213381,2,2022-09-11 11:20:09,35,75
2020213381,3,2022-09-11 11:34:11,75,100
2020213381,4,2022-09-11 11:54:37,39,100
2020213381,5,2022-09-11 12:06:56,74,100
2020213381,6,2022-11-01 19:22:37,38,100
2020213381,7,2022-11-01 19:32:02,38,50
2020213381,8,2022-11-01 19:43:00,82,100
2020213381,10,2022-11-01 20:04:26,303,75
2020213381,11,2022-11-01 22:52:55,60,75
2020213381,12,2022-11-01 23:04:00,152,100
2020213381,13,2022-11-14 13:05:15,102,100
2020213381,15,2022-11-14 13:20:24,155,75
2020213381,17,2022-11-14 13:30:20,111,100
2020213392,1,2022-09-11 19:15:32,624,100
2020213392,2,2022-09-11 19:33:00,206,75
2020213392,3,2022-09-11 19:43:53,556,75
2020213392,4,2022-09-11 19:59:13,554,100
2020213392,5,2022-09-11 20:15:19,126,100
2020213392,6,2022-10-31 14:23:42,414,100
2020213392,7,2022-10-31 14:40:53,931,75
2020213392,8,2022-11-03 15:10:57,356,100
2020213392,9,2022-11-03 15:33:09,268,100
2020213392,10,2022-11-03 15:49:58,361,75
2020213392,11,2022-11-03 16:44:01,115,75
2020213392,12,2022-11-03 17:25:17,130,100
2020213392,13,2022-11-07 13:00:12,119,100
2020213392,15,2022-11-20 17:03:22,113,100
2020213392,16,2022-11-20 17:21:49,238,75
2020213392,17,2022-11-20 17:31:07,359,100
2020213392,18,2022-11-28 14:02:24,169,100
2020213392,19,2022-12-12 13:27:57,199,100
2020213392,20,2022-12-12 13:34:44,34,100
2020213392,21,2022-12-12 15:53:03,26,100
2020213392,22,2022-12-12 16:27:11,158,75
2020213392,23,2022-12-12 16:34:58,63,100
2020214470,1,2022-09-11 16:08:12,20,100
2020214470,2,2022-09-11 16:49:10,52,100
2020214470,3,2022-09-11 23:13:21,208,100
2020214470,4,2022-09-11 23:40:22,152,50
2020214470,5,2022-09-11 23:52:25,49,100
2020214470,6,2022-11-01 11:02:45,157,100
2020214470,7,2022-11-01 11:13:54,657,50
2020214470,8,2022-11-01 11:29:43,45,100
2020214470,9,2022-11-01 11:36:04,127,100
2020214470,10,2022-11-01 14:26:08,358,75
2020214470,11,2022-11-01 15:17:17,39,50
2020214470,12,2022-11-01 15:24:55,252,100
2020214470,13,2022-11-01 15:46:36,21,75
2020214470,14,2022-11-01 15:55:26,346,75
2020214470,15,2022-11-14 23:08:06,309,25
2020214470,17,2022-11-14 23:22:46,38,100
2020214470,18,2022-12-04 02:19:29,109,50
2020214470,19,2022-12-04 15:29:17,206,100
2020214470,20,2022-12-04 15:47:28,128,75
2020214470,21,2022-12-04 16:56:51,21,100
2020214470,22,2022-12-17 18:37:34,73,50
2020214470,23,2022-12-17 19:20:29,127,100
