uid,vid,quiz_time,used_time(s),grade
2021214157,4,2022-10-04 19:20:03,156,75
2021214157,5,2022-09-29 14:42:39,69,75
2021214157,7,2022-09-29 14:45:08,35,50
2021214157,8,2022-09-29 14:48:26,32,50
2021214157,9,2022-12-11 21:25:28,31,75
2021214157,10,2022-12-11 21:29:51,40,50
2021214157,11,2022-12-11 21:39:14,71,75
2021214157,13,2022-12-11 21:43:56,16,50
2021214157,14,2022-12-11 21:48:26,52,0
2021214157,15,2022-12-11 21:53:53,29,25
2021214157,16,2022-12-11 21:57:07,26,33
2021214157,17,2022-12-11 22:00:53,31,50
2021214157,18,2022-12-11 22:06:02,44,0
2021214157,19,2022-12-11 22:12:50,36,50
2021214157,20,2022-12-11 22:17:29,21,0
2021214157,21,2022-10-31 22:35:24,22,67
2021214157,22,2022-09-14 19:53:00,85,100
2021214157,23,2022-09-14 20:05:03,45,33
2021214157,24,2022-09-14 20:15:30,46,67
2021214157,25,2022-09-14 20:46:29,31,75
2021214158,1,2022-09-03 16:53:46,1394,75
2021214158,2,2022-09-03 16:33:32,289,50
2021214158,3,2022-09-03 17:36:49,18,100
2021214158,4,2022-09-18 13:33:36,52,75
2021214158,5,2022-09-18 13:37:30,366,100
2021214158,7,2022-09-25 13:46:56,24,100
2021214158,8,2022-09-25 14:04:36,13,100
2021214158,9,2022-10-07 12:30:21,71,100
2021214158,10,2022-10-07 12:35:58,23,100
2021214158,11,2022-10-07 12:48:22,124,100
2021214158,13,2022-11-06 22:32:13,25,100
2021214158,14,2022-11-06 22:36:37,173,100
2021214158,15,2022-11-25 11:11:11,527,100
2021214158,16,2022-11-25 11:23:04,214,100
2021214158,17,2022-11-25 11:45:03,64,100
2021214158,18,2022-11-25 11:49:12,74,100
2021214158,19,2022-12-01 14:42:40,123,100
2021214158,20,2022-12-01 14:49:48,582,100
2021214158,21,2022-10-03 17:00:22,60,100
2021214158,22,2022-09-11 11:22:13,86,100
2021214158,23,2022-09-11 11:27:21,219,67
2021214158,24,2022-09-11 11:42:08,28,100
2021214158,25,2022-09-11 11:47:10,430,100
2021214159,1,2022-09-03 09:00:30,73,75
2021214159,2,2022-09-03 09:14:22,128,75
2021214159,3,2022-09-03 09:24:01,33,75
2021214159,4,2022-09-18 09:21:34,19,100
2021214159,5,2022-09-18 09:22:28,14,100
2021214159,7,2022-09-25 10:02:08,192,75
2021214159,8,2022-09-25 10:13:28,178,75
2021214159,9,2022-10-06 19:38:30,66,50
2021214159,10,2022-10-06 19:42:56,60,50
2021214159,11,2022-10-06 19:52:14,41,100
2021214159,13,2022-11-13 11:08:15,47,0
2021214159,14,2022-11-13 11:13:15,62,100
2021214159,15,2022-11-24 16:15:21,68,75
2021214159,16,2022-11-24 16:19:20,49,100
2021214159,17,2022-11-27 10:07:51,28,100
2021214159,18,2022-11-27 10:11:32,58,75
2021214159,19,2022-11-28 15:50:48,37,100
2021214159,20,2022-11-28 15:55:23,40,100
2021214159,21,2022-10-04 22:18:03,13,67
2021214159,22,2022-09-10 15:00:30,101,100
2021214159,23,2022-09-10 15:05:48,37,67
2021214159,24,2022-09-10 15:23:20,48,100
2021214159,25,2022-09-10 15:27:48,77,50
2021214160,1,2022-09-01 19:30:53,154,100
2021214160,2,2022-09-01 20:06:50,160,75
2021214160,3,2022-09-01 20:27:46,47,100
2021214160,4,2022-09-19 10:05:52,177,100
2021214160,5,2022-09-19 10:12:50,126,75
2021214160,7,2022-09-27 20:56:08,101,75
2021214160,8,2022-09-27 21:04:40,112,100
2021214160,9,2022-10-10 14:36:12,58,100
2021214160,10,2022-10-10 16:54:35,76,75
2021214160,11,2022-10-10 17:03:40,128,100
2021214160,13,2022-11-09 14:57:02,123,100
2021214160,14,2022-11-09 15:01:14,143,100
2021214160,15,2022-11-19 21:53:21,212,50
2021214160,16,2022-11-19 22:00:00,58,100
2021214160,17,2022-11-19 22:04:21,179,75
2021214160,18,2022-11-19 22:07:54,248,50
2021214160,19,2022-11-28 16:42:54,51,75
2021214160,20,2022-11-28 16:47:16,52,100
2021214160,21,2022-10-03 18:15:39,179,100
2021214160,22,2022-09-09 20:32:17,78,100
2021214160,23,2022-09-09 20:45:36,21,33
2021214160,24,2022-09-09 20:52:39,111,67
2021214160,25,2022-09-09 22:36:44,32,50
2021214161,1,2022-09-03 13:13:14,40,75
2021214161,2,2022-09-03 13:19:13,73,100
2021214161,3,2022-09-03 13:27:19,37,100
2021214161,4,2022-09-21 00:33:52,10,100
2021214161,5,2022-09-21 00:35:40,65,75
2021214161,7,2022-09-28 22:27:46,41,75
2021214161,8,2022-09-28 22:38:50,25,75
2021214161,9,2022-10-14 23:06:40,37,100
2021214161,10,2022-10-14 23:11:00,40,75
2021214161,11,2022-10-14 23:16:48,42,75
2021214161,13,2022-10-28 15:26:17,22,50
2021214161,14,2022-10-28 15:29:20,32,100
2021214161,15,2022-10-28 15:31:19,33,75
2021214161,16,2022-10-28 15:33:15,20,100
2021214161,17,2022-11-24 23:38:19,27,50
2021214161,18,2022-11-24 23:43:53,32,50
2021214161,19,2022-12-01 21:32:55,79,100
2021214161,20,2022-12-01 21:37:56,37,100
2021214161,21,2022-10-03 16:44:03,12,100
2021214161,22,2022-09-10 10:17:58,60,100
2021214161,23,2022-09-10 10:22:43,32,67
2021214161,24,2022-09-10 10:35:12,40,67
2021214161,25,2022-09-10 10:36:34,34,75
2021214166,1,2022-09-04 21:16:46,113,75
2021214166,2,2022-09-04 21:34:29,44,100
2021214166,3,2022-09-04 21:53:59,22,100
2021214166,4,2022-09-19 13:29:18,11,100
2021214166,5,2022-09-19 13:37:00,91,100
2021214166,7,2022-10-03 15:58:28,23,75
2021214166,8,2022-10-03 16:07:07,131,75
2021214166,9,2022-12-16 13:36:06,69,75
2021214166,10,2022-12-16 13:40:30,77,50
