uid,vid,paused,skip_back,skip_forward,rate_change,watch_num
2020213336,17,0,0,0,1,1
2020213336,18,0,0,0,1,1
2020213336,19,0,0,0,1,1
2020213336,20,0,0,0,1,1
2020213336,21,1,0,0,1,1
2020213336,22,1,0,0,1,1
2020213336,23,0,0,0,1,1
2020213337,1,0,0,0,0,1
2020213337,2,5,1,0,0,1
2020213337,3,2,3,0,0,1
2020213337,4,1,0,0,0,1
2020213337,5,1,2,1,13,1
2020213337,6,0,0,0,0,1
2020213337,7,0,0,0,2,1
2020213337,8,0,0,0,1,1
2020213337,9,0,0,0,0,3
2020213337,10,0,0,0,0,1
2020213337,11,0,0,0,0,1
2020213337,12,0,0,0,0,1
2020213337,13,0,0,0,0,2
2020213337,15,0,0,0,0,2
2020213337,16,0,0,0,0,1
2020213337,17,0,0,0,0,1
2020213337,18,0,0,0,0,1
2020213337,19,0,0,0,0,1
2020213337,20,0,0,0,0,1
2020213338,1,24,16,13,0,2
2020213338,2,0,0,0,1,1
2020213338,3,14,4,0,0,1
2020213338,4,14,8,0,0,1
2020213338,5,20,9,2,0,1
2020213338,6,0,0,0,0,1
2020213338,7,3,4,0,0,1
2020213338,8,0,0,0,0,1
2020213338,9,0,0,0,0,1
2020213338,10,0,0,0,4,1
2020213338,12,0,0,0,1,1
2020213338,13,0,0,0,1,1
2020213338,15,0,0,0,4,1
2020213338,20,1,0,0,1,1
2020213338,22,0,0,0,1,2
2020213341,1,5,0,1,0,2
2020213341,2,0,0,0,0,1
2020213341,3,1,0,1,0,1
2020213341,4,3,1,2,0,2
2020213341,5,0,0,0,0,1
2020213341,6,21,0,0,0,1
2020213341,7,2,2,1,0,1
2020213341,9,0,2,0,0,1
2020213341,10,0,0,1,0,1
2020213341,11,1,1,1,0,1
2020213341,15,0,0,1,0,1
2020213341,21,0,0,0,0,1
2020213341,22,0,0,0,0,1
2020213341,23,0,0,0,0,1
2020213342,1,0,1,0,1,1
2020213342,3,0,0,0,0,1
2020213342,4,1,0,0,0,1
2020213342,5,6,1,0,0,1
2020213342,6,1,0,0,0,1
2020213342,7,0,0,0,0,1
2020213342,8,2,0,0,0,1
2020213342,9,0,0,0,0,1
2020213342,10,0,0,0,0,1
2020213342,11,0,0,0,0,1
2020213342,12,0,0,1,0,1
2020213342,14,0,0,1,0,1
2020213342,15,0,0,0,0,1
2020213342,16,0,0,0,0,1
2020213342,17,0,0,0,1,2
2020213342,18,0,0,0,1,1
2020213342,19,1,1,0,1,2
2020213342,20,0,0,0,1,1
2020213342,21,0,0,0,1,1
2020213342,22,0,0,0,2,2
2020213342,23,0,0,0,1,1
2020213343,1,0,3,0,0,1
2020213343,2,2,7,0,0,2
2020213343,3,3,2,0,0,1
2020213343,4,4,7,0,0,1
2020213343,5,0,1,0,0,1
2020213343,6,1,0,0,0,1
2020213343,7,6,3,0,0,1
2020213343,8,6,3,0,0,1
2020213343,9,0,0,0,0,1
2020213343,10,0,0,0,0,1
2020213343,12,0,0,0,0,1
2020213343,13,0,0,0,0,1
2020213343,15,4,1,0,0,1
2020213343,16,3,0,0,0,2
2020213343,17,0,0,0,0,1
2020213343,18,0,0,0,0,1
2020213343,19,0,0,0,0,1
2020213343,20,0,0,0,0,1
2020213343,22,0,0,0,0,1
2020213343,23,1,0,0,0,1
2020213344,1,0,0,0,0,1
2020213344,2,0,1,0,0,1
2020213344,3,0,0,0,1,1
2020213344,4,0,0,0,0,1
2020213344,5,0,0,0,0,1
2020213344,6,20,0,0,0,1
2020213344,7,0,0,0,0,1
2020213344,8,0,0,0,0,1
2020213344,9,0,0,0,1,1
2020213344,10,0,0,0,1,1
2020213344,11,0,0,0,0,1
2020213344,12,0,0,0,0,1
2020213344,13,0,0,0,0,1
2020213344,15,0,0,0,0,1
2020213344,16,0,0,13,0,1
2020213344,17,0,0,0,0,1
2020213344,18,0,0,0,0,1
2020213344,19,1,0,13,0,1
2020213344,20,0,0,0,0,1
2020213344,21,6,0,0,0,1
2020213344,22,0,0,0,0,1
2020213344,23,0,0,0,0,1
2020213345,1,0,0,0,0,1
2020213345,2,0,0,0,0,1
2020213345,3,0,0,0,0,1
2020213345,4,0,0,0,0,1
2020213345,5,0,0,0,0,1
2020213345,6,0,0,0,0,1
2020213345,7,0,0,0,1,1
2020213345,8,0,0,0,2,1
2020213345,9,0,0,0,1,1
2020213345,10,0,0,0,0,1
2020213345,11,0,0,0,1,1
2020213345,12,0,0,0,1,1
2020213345,13,0,0,0,1,1
2020213345,15,0,0,0,1,1
2020213345,16,0,0,0,1,1
2020213345,17,0,0,0,1,1
2020213345,18,0,0,0,1,1
2020213345,22,0,0,0,1,1
2020213346,1,0,0,0,0,1
2020213346,2,0,0,0,0,1
2020213347,1,6,2,0,0,1
2020213347,2,14,9,1,0,1
2020213347,3,10,2,0,0,1
2020213347,4,4,9,0,0,1
2020213347,5,4,2,0,0,1
2020213347,6,6,0,0,0,1
2020213347,7,7,3,1,0,1
