uid,cid,paused,skip_back,skip_forward,rate_change,watch_num
2021214178,7,0,0,0,2,5
2021214178,10,0,0,0,2,3
2021214178,11,0,0,0,0,3
2021214178,12,0,0,0,0,2
2021214178,13,0,0,0,0,2
2021214179,2,0,0,0,0,3
2021214179,3,1,0,0,0,4
2021214179,4,1,1,0,0,3
2021214179,5,6,0,0,0,2
2021214179,6,16,2,1,0,1
2021214179,7,0,0,2,0,3
2021214179,10,2,2,0,0,2
2021214179,11,8,0,0,0,2
2021214179,12,1,1,0,0,2
2021214179,13,1,3,0,0,2
2021214180,2,26,12,3,0,3
2021214180,3,7,10,0,12,5
2021214180,4,6,2,0,1,2
2021214180,5,1,0,0,1,2
2021214180,6,0,0,0,1,1
2021214180,7,12,5,0,0,4
2021214180,10,28,19,0,0,9
2021214180,11,9,5,0,0,11
2021214180,12,0,1,1,0,5
2021214180,13,9,16,1,0,6
2021214181,2,0,0,0,0,3
2021214181,3,2,16,12,0,4
2021214181,4,3,4,11,0,2
2021214181,5,2,2,5,0,2
2021214181,6,2,4,6,0,1
2021214181,7,3,2,2,0,3
2021214181,10,1,3,6,0,2
2021214181,11,0,2,2,0,3
2021214181,12,4,2,1,0,2
2021214181,13,0,0,10,0,3
2021214182,2,0,0,0,3,3
2021214182,3,0,1,1,5,5
2021214182,4,0,0,0,2,2
2021214182,5,0,0,0,3,3
2021214182,6,0,0,0,1,1
2021214182,7,0,0,0,3,4
2021214182,10,0,0,0,2,3
2021214182,11,0,0,0,4,4
2021214182,12,0,0,0,3,4
2021214182,13,0,0,0,3,4
2021214183,2,0,0,0,3,4
2021214183,3,2,0,0,0,6
2021214183,4,0,0,0,0,2
2021214183,5,0,0,0,0,2
2021214183,6,0,0,0,0,2
2021214183,7,0,3,1,0,5
2021214183,10,0,0,0,0,2
2021214183,11,0,0,0,0,2
2021214183,12,0,2,3,0,3
2021214183,13,0,0,0,0,2
2021214184,2,13,2,0,0,3
2021214184,3,5,2,0,0,4
2021214184,4,2,1,0,0,2
2021214184,5,3,1,2,0,2
2021214184,6,0,0,0,0,1
2021214184,7,6,3,0,0,3
2021214184,10,0,0,0,0,4
2021214184,11,1,1,0,0,2
2021214184,12,0,0,0,0,2
2021214184,13,0,0,0,0,3
2021214186,1,0,0,0,1,1
2021214186,2,0,0,0,2,3
2021214186,3,0,0,0,4,6
2021214186,4,0,0,0,2,2
2021214186,5,1,0,0,0,2
2021214186,6,23,2,1,0,1
2021214186,7,6,2,6,0,3
2021214186,10,0,0,0,0,2
2021214186,11,1,1,0,0,2
2021214186,12,0,0,0,0,2
2021214187,2,0,0,0,0,2
2021214187,3,0,0,3,0,5
2021214187,4,6,1,8,0,2
2021214187,5,1,0,0,0,2
2021214187,6,1,0,0,0,1
2021214187,7,17,0,0,1,5
2021214187,10,30,0,0,0,4
2021214187,11,15,0,8,0,2
2021214187,12,0,0,0,0,2
2021214187,13,0,0,0,0,2
2021214188,2,8,7,4,1,3
2021214188,3,2,6,0,0,4
2021214188,4,5,3,0,0,2
2021214188,5,4,2,0,0,2
2021214188,6,11,5,0,0,1
2021214188,7,0,3,0,0,3
2021214188,10,4,6,0,0,2
2021214188,11,0,0,0,0,2
2021214188,12,2,3,0,0,2
2021214188,13,0,1,0,0,2
2021214189,2,4,4,4,5,4
2021214189,3,0,0,0,5,4
2021214189,4,0,0,0,2,2
2021214189,5,0,0,0,2,2
2021214189,6,0,0,0,2,1
2021214189,7,0,0,0,3,4
2021214189,10,0,0,0,2,2
2021214189,11,0,0,0,2,2
2021214189,12,0,0,0,1,2
2021214190,1,0,0,0,0,1
2021214190,2,0,0,0,3,3
2021214190,3,0,0,0,5,4
2021214190,4,0,0,0,2,2
2021214190,5,0,0,0,3,2
2021214190,6,0,0,0,1,1
2021214190,7,1,0,0,1,3
2021214190,10,0,0,0,0,3
2021214190,11,0,0,0,0,2
2021214190,12,0,0,0,0,2
2021214190,13,0,0,0,0,2
2021214191,2,5,4,3,8,6
2021214191,3,0,0,0,4,4
2021214191,4,0,0,0,2,2
2021214191,5,0,0,0,2,2
2021214191,6,0,0,0,1,1
2021214191,7,0,0,0,3,3
2021214191,10,0,0,0,2,2
2021214191,11,0,0,0,7,2
2021214191,12,0,0,0,2,3
2021214191,13,0,0,1,2,4
2021214192,2,3,1,2,6,6
2021214192,3,0,0,1,3,4
2021214192,4,0,0,0,0,2
2021214192,5,0,0,0,0,2
2021214192,6,3,2,2,0,1
2021214192,7,0,0,0,0,3
2021214192,10,2,0,0,0,2
2021214192,11,2,0,0,0,2
2021214192,12,0,0,1,0,4
2021214192,13,0,0,0,0,2
2021214193,1,0,0,0,0,1
2021214193,2,0,0,0,3,3
2021214193,3,2,0,0,4,4
2021214193,4,0,0,0,2,2
2021214193,5,0,0,0,2,2
2021214193,6,0,0,0,1,1
2021214193,7,0,0,0,3,3
2021214193,10,0,0,0,0,2
2021214193,11,0,0,0,2,2
2021214193,12,0,0,0,2,4
2021214193,13,0,0,0,0,2
2021214194,2,9,12,5,0,4
2021214194,3,15,11,2,0,4
2021214194,4,8,2,2,0,2
2021214194,5,1,0,0,0,2
2021214194,6,1,0,0,0,1
2021214194,7,4,1,0,0,3
2021214194,10,2,0,24,0,9
2021214194,11,2,1,1,0,4
2021214194,12,0,0,0,0,2
2021214194,13,0,0,0,0,2
2021214195,2,0,0,0,3,3
2021214195,3,0,0,0,4,4
2021214195,4,1,0,0,2,3
2021214195,5,0,0,0,1,2
2021214195,6,0,0,0,1,1
2021214195,7,0,0,0,3,3
2021214392,2,0,0,0,5,4
2021214392,3,0,0,0,0,4
2021214392,4,1,0,2,0,2
2021214392,5,1,0,0,0,1
2021214392,6,0,0,0,0,1
2021214392,7,0,0,0,0,3
2021214392,10,0,0,0,0,2
2021214392,11,0,0,0,0,2
2021214392,12,0,0,0,0,5
2021214392,13,0,0,0,0,2
