,,event,position,timestamp,status,rate
182,1,2,56,67,1,1
182,2,1,57,70,0,1
182,3,0,57,78,1,1
183,0,0,0,1,1,1
184,0,0,0,1,1,1
184,1,2,27,50,1,1
185,0,0,0,1,1,1
185,1,1,464,461,0,1
185,2,0,464,937,1,1
186,0,0,0,1,1,1.0
186,1,4,126,127,1,1.5
187,0,0,0,0,1,1.0
187,1,4,0,1,1,2.0
188,0,0,0,0,1,1.0
188,1,4,0,1,1,2.0
189,0,0,0,0,1,1.0
189,1,4,0,1,1,2.0
190,0,0,0,0,1,1.0
190,1,4,0,1,1,2.0
191,0,0,0,0,1,1.0
191,1,4,0,1,1,2.0
192,0,0,0,0,1,1.0
192,1,4,0,1,1,2.0
193,0,0,0,0,1,1.0
193,1,4,0,1,1,2.0
194,0,0,0,0,1,1.0
194,1,4,0,1,1,2.0
195,0,0,0,0,1,1.0
195,1,4,0,1,1,2.0
196,0,0,0,0,1,1.0
196,1,4,0,1,1,2.0
197,0,0,0,0,1,1.0
197,1,4,0,1,1,2.0
197,2,3,24,12,1,2.0
197,3,3,137,68,1,2.0
197,4,4,227,114,1,1.25
197,5,0,227,118,1,1.25
197,6,4,820,589,1,2.0
198,0,0,0,0,1,1.0
198,1,4,0,1,1,2.0
199,0,0,0,0,1,1.0
199,1,4,0,1,1,2.0
199,2,3,659,2,1,2.0
199,3,1,659,2,0,2.0
199,4,0,659,5,1,2.0
199,5,2,23,14,1,2.0
199,6,3,142,16,1,2.0
199,7,2,5,23,1,2.0
199,8,3,24,32,1,2.0
199,9,3,183,111,1,2.0
199,10,3,356,197,1,2.0
199,11,3,519,278,1,2.0
199,12,6,657,348,1,1.0
200,0,0,0,0,1,1.0
200,1,4,0,1,1,2.0
200,2,0,0,11,1,2.0
200,3,6,86,55,1,1.0
200,4,3,114,72,1,1.0
200,5,3,136,84,1,1.0
200,6,4,153,102,1,2.0
202,0,0,0,1,1,1
203,0,0,0,1,1,1
203,1,2,93,103,1,1
203,2,1,93,105,0,1
203,3,0,93,112,1,1
203,4,1,102,121,0,1
203,5,0,102,149,1,1
203,6,2,121,174,1,1
203,7,1,121,174,0,1
203,8,0,121,179,1,1
203,9,2,221,282,1,1
203,10,1,221,282,0,1
203,11,0,221,291,1,1
203,12,2,288,365,1,1
203,13,1,288,365,0,1
203,14,0,288,370,1,1
204,0,0,0,1,1,1
204,1,2,192,212,1,1
204,2,2,300,333,1,1
204,3,3,304,337,1,1
204,4,2,300,338,1,1
204,5,1,300,338,0,1
204,6,0,300,343,1,1
205,0,0,0,1,1,1
205,1,2,66,73,1,1
205,2,1,66,74,0,1
205,3,0,66,102,1,1
205,4,2,68,113,1,1
205,5,1,69,117,0,1
205,6,0,69,150,1,1
206,0,0,0,1,1,1
206,1,2,129,135,1,1
206,2,1,130,136,0,1
206,3,0,130,143,1,1
206,4,1,461,472,0,1
206,5,0,461,537,1,1
206,6,2,475,559,1,1
206,7,1,479,563,0,1
206,8,0,479,568,1,1
206,9,1,482,571,0,1
206,10,0,482,574,1,1
207,0,0,0,1,1,1
208,0,0,0,1,1,1
208,1,1,69,69,0,1
208,2,0,69,94,1,1
208,3,2,117,157,1,1
208,4,1,117,159,0,1
208,5,0,117,161,1,1
208,6,1,184,228,0,1
208,7,0,184,335,1,1
208,8,1,254,405,0,1
208,9,0,254,462,1,1
208,10,1,310,517,0,1
208,11,0,310,565,1,1
209,0,0,0,1,1,1
209,1,2,97,106,1,1
209,2,2,398,413,1,1
210,0,0,0,1,1,1
210,1,2,36,51,1,1
211,0,0,0,1,1,1
211,1,2,159,169,1,1
211,2,2,305,327,1,1
211,3,2,296,338,1,1
212,0,0,0,1,1,1
212,1,2,98,106,1,1
212,2,1,168,176,0,1
212,3,0,168,215,1,1
213,0,0,0,1,1,1
213,1,1,273,272,0,1
213,2,0,273,294,1,1
214,0,0,0,1,1,1
214,1,2,171,180,1,1
215,0,0,0,1,1,1
215,1,2,23,28,1,1
215,2,2,29,39,1,1
215,3,2,35,48,1,1
215,4,1,35,52,0,1
215,5,0,35,57,1,1
215,6,2,40,68,1,1
215,7,2,84,121,1,1
215,8,2,130,184,1,1
215,9,3,141,191,1,1
215,10,2,402,461,1,1
215,11,1,402,461,0,1
215,12,0,402,465,1,1
216,0,0,0,1,1,1
216,1,2,248,267,1,1
217,0,0,0,1,1,1
217,1,2,446,455,1,1
217,2,2,747,772,1,1
217,3,1,999,1022,0,1
217,4,2,994,1025,0,1
217,5,1,994,1025,0,1
217,6,0,994,1027,1,1
218,0,0,0,1,1,1
219,0,0,0,1,1,1
219,1,2,157,165,1,1
220,0,0,0,1,1,1
220,1,2,407,424,1,1
220,2,2,857,894,1,1
220,3,1,857,897,0,1
220,4,0,857,899,1,1
221,0,0,0,1,1,1
222,0,0,0,1,1,1
222,1,2,34,41,1,1
222,2,2,88,106,1,1
222,3,2,90,115,1,1
222,4,2,121,158,1,1
222,5,2,148,196,1,1
222,6,2,254,309,1,1
222,7,2,280,344,1,1
222,8,2,295,376,1,1
222,9,2,282,381,1,1
222,10,3,295,386,1,1
222,11,2,553,653,1,1
223,0,0,0,1,1,1
223,1,2,129,133,1,1
223,2,2,125,138,1,1
223,3,2,257,277,1,1
223,4,2,285,313,1,1
223,5,2,303,339,1,1
224,0,0,0,1,1,1
225,0,0,0,1,1,1.0
225,1,1,53,53,0,1.0
225,2,0,53,70,1,1.0
225,3,4,92,109,1,2.0
225,4,1,205,165,0,2.0
225,5,3,208,203,0,2.0
225,6,0,238,239,1,2.0
225,7,3,348,294,1,2.0
225,8,6,381,312,1,1.0
226,0,0,0,1,1,1.0
226,1,4,1,3,1,1.5
227,0,0,0,1,1,1.0
227,1,4,2,4,1,1.5
228,0,0,0,1,1,1.0
228,1,4,13,15,1,1.5
229,0,0,0,1,1,1.0
229,1,4,12,13,1,1.5
230,0,0,0,1,1,1
230,1,1,8,8,0,1
230,2,0,8,203,1,1
230,3,1,113,307,0,1
230,4,0,113,1801,1,1
230,5,2,223,1918,1,1
230,6,1,225,1920,0,1
230,7,0,225,1932,1,1
230,8,1,360,2065,0,1
230,9,0,360,2073,1,1
231,0,0,0,1,1,1
232,0,0,0,1,1,1.0
232,1,5,149,149,1,0.5
232,2,6,151,153,1,1.0
233,0,0,0,1,1,1
234,0,0,0,1,1,1
235,0,0,0,1,1,1.0
235,1,4,6,8,1,2.0
235,2,3,13,10,1,2.0
235,3,1,33,23,0,2.0
235,4,0,33,26,1,2.0
235,5,0,37,31,1,2.0
235,6,0,43,38,1,2.0
235,7,0,47,43,1,2.0
235,8,1,54,47,0,2.0
235,9,0,58,50,1,2.0
235,10,4,65,59,1,1.5
236,0,0,170,65,1,1.0
236,1,4,176,72,1,1.5
237,0,0,0,1,1,1.0
237,1,4,7,7,1,1.5
238,0,0,0,1,1,1
238,1,1,202,201,0,1
238,2,0,202,211,1,1
238,3,2,225,238,1,1
238,4,1,225,238,0,1
238,5,0,225,244,1,1
239,0,0,0,1,1,1
239,1,1,83,83,0,1
239,2,0,83,89,1,1
239,3,1,159,165,0,1
239,4,0,159,168,1,1
239,5,1,160,169,0,1
239,6,0,160,174,1,1
239,7,1,187,200,0,1
239,8,0,187,221,1,1
239,9,2,203,248,1,1
240,0,0,0,1,1,1
240,1,1,114,114,0,1
240,2,0,114,137,1,1
240,3,1,195,217,0,1
240,4,0,195,228,1,1
240,5,1,254,286,0,1
240,6,0,254,330,1,1
240,7,1,350,425,0,1
240,8,0,350,432,1,1
240,9,1,352,434,0,1
240,10,0,352,471,1,1
240,11,1,362,481,0,1
240,12,0,362,539,1,1
241,0,0,0,1,1,1
241,1,1,41,42,0,1
241,2,0,41,46,1,1
241,3,1,97,101,0,1
241,4,0,97,105,1,1
241,5,1,102,110,0,1
241,6,0,102,161,1,1
241,7,1,106,165,0,1
241,8,2,103,169,0,1
241,9,1,104,173,0,1
241,10,0,104,178,1,1
241,11,1,106,180,0,1
241,12,0,106,182,1,1
241,13,2,98,184,1,1
241,14,1,114,201,0,1
241,15,0,114,208,1,1
241,16,1,159,252,0,1
241,17,0,159,258,1,1
241,18,2,159,263,1,1
241,19,1,159,263,0,1
241,20,0,159,289,1,1
241,21,2,185,318,1,1
241,22,1,221,354,0,1
241,23,0,221,379,1,1
241,24,1,222,380,0,1
241,25,0,222,412,1,1
241,26,1,224,414,0,1
241,27,0,224,420,1,1
241,28,2,286,487,1,1
241,29,2,285,492,1,1
241,30,1,298,505,0,1
241,31,0,298,509,1,1
242,0,0,0,1,1,1
242,1,1,10,11,0,1
242,2,0,10,95,1,1
242,3,1,11,96,0,1
242,4,0,11,168,1,1
242,5,1,58,215,0,1
242,6,0,58,231,1,1
242,7,1,96,268,0,1
242,8,0,96,271,1,1
242,9,1,177,352,0,1
242,10,0,177,364,1,1
242,11,1,394,580,0,1
242,12,0,394,584,1,1
242,13,2,441,653,1,1
242,14,1,466,679,0,1
242,15,0,466,701,1,1
242,16,1,468,703,0,1
242,17,0,468,711,1,1
242,18,1,494,737,0,1
242,19,0,494,741,1,1
242,20,3,577,782,1,1
243,0,0,0,1,1,1
244,0,0,0,1,1,1
245,0,0,0,1,1,1
245,1,1,64,64,0,1
245,2,0,64,90,1,1
246,0,0,0,1,1,1
247,0,0,0,1,1,1
248,0,0,0,1,1,1
248,1,1,213,212,0,1
248,2,0,213,226,1,1
248,3,2,271,292,1,1
248,4,1,272,293,0,1
248,5,0,272,336,1,1
248,6,1,338,401,0,1
248,7,0,338,417,1,1
248,8,1,342,421,0,1
248,9,0,342,442,1,1
248,10,1,370,469,0,1
248,11,0,370,484,1,1
248,12,1,460,574,0,1
248,13,0,460,604,1,1
248,14,2,472,624,1,1
248,15,1,473,625,0,1
248,16,0,473,639,1,1
248,17,2,529,710,1,1
248,18,1,530,712,0,1
248,19,0,530,748,1,1
248,20,1,535,753,0,1
248,21,0,535,756,1,1
248,22,1,549,770,0,1
248,23,0,549,796,1,1
248,24,1,560,807,0,1
248,25,0,560,872,1,1
248,26,0,614,934,1,1
248,27,1,628,948,0,1
248,28,0,628,953,1,1
248,29,1,656,981,0,1
248,30,0,656,1111,1,1
248,31,1,670,1126,0,1
248,32,0,670,1128,1,1
248,33,1,712,1170,0,1
248,34,0,712,1176,1,1
248,35,1,720,1184,0,1
248,36,0,720,1456,1,1
249,0,0,0,1,1,1.0
249,1,3,20,4,1,1.0
249,2,5,35,21,1,0.5
249,3,0,36,22,1,0.5
249,4,6,37,24,1,1.0
250,0,0,0,1,1,1
251,0,0,0,1,1,1
252,0,0,0,1,1,1
253,0,0,0,1,1,1
254,0,0,0,1,1,1
255,0,0,0,1,1,1
256,0,0,0,1,1,1
257,0,0,0,1,1,1
258,0,0,0,1,1,1
259,0,0,0,1,1,1
260,0,0,0,1,1,1
260,1,2,49,66,1,1
260,2,2,47,72,1,1
260,3,1,56,80,0,1
260,4,0,56,98,1,1
260,5,1,130,171,0,1
260,6,0,130,185,1,1
260,7,2,130,189,1,1
260,8,1,135,194,0,1
260,9,2,127,197,0,1
260,10,1,131,203,0,1
260,11,0,131,205,1,1
260,12,1,150,224,0,1
260,13,0,150,235,1,1
260,14,1,204,288,0,1
260,15,0,204,323,1,1
260,16,1,206,325,0,1
260,17,0,206,344,1,1
260,18,1,224,362,0,1
260,19,0,224,381,1,1
260,20,1,238,395,0,1
260,21,0,238,404,1,1
260,22,1,245,411,0,1
260,23,0,245,423,1,1
260,24,2,249,432,1,1
260,25,1,249,432,0,1
260,26,0,249,435,1,1
260,27,1,251,437,0,1
260,28,0,251,441,1,1
260,29,1,253,443,0,1
260,30,2,250,468,0,1
260,31,1,253,471,0,1
260,32,0,253,481,1,1
260,33,1,271,499,0,1
260,34,0,271,504,1,1
260,35,1,296,529,0,1
260,36,0,296,531,1,1
260,37,1,298,533,0,1
260,38,0,298,535,1,1
260,39,2,284,546,1,1
260,40,1,284,550,0,1
260,41,0,284,560,1,1
260,42,1,288,564,0,1
260,43,0,288,568,1,1
260,44,1,298,578,0,1
260,45,0,298,580,1,1
260,46,1,300,582,0,1
260,47,0,300,587,1,1
260,48,1,304,591,0,1
260,49,0,304,593,1,1
260,50,1,306,595,0,1
260,51,0,306,603,1,1
260,52,1,313,611,0,1
260,53,0,313,614,1,1
260,54,1,317,618,0,1
260,55,0,317,782,1,1
260,56,2,315,784,1,1
260,57,2,312,789,1,1
260,58,2,310,795,1,1
261,0,0,0,1,1,1
261,1,1,158,159,0,1
261,2,0,158,161,1,1
261,3,1,159,162,0,1
261,4,0,159,171,1,1
261,5,1,175,187,0,1
261,6,0,175,190,1,1
261,7,1,213,230,0,1
261,8,0,213,246,1,1
261,9,2,216,256,1,1
261,10,2,215,261,1,1
262,0,0,0,1,1,1
262,1,2,8,13,1,1
262,2,1,12,17,0,1
262,3,0,12,77,1,1
262,4,2,11,82,1,1
262,5,1,28,99,0,1
262,6,0,28,210,1,1
262,7,1,46,228,0,1
262,8,0,46,251,1,1
262,9,1,116,321,0,1
262,10,0,116,332,1,1
262,11,1,139,355,0,1
262,12,0,139,400,1,1
262,13,1,167,428,0,1
262,14,0,167,431,1,1
262,15,1,174,437,0,1
262,16,0,174,439,1,1
262,17,1,178,443,0,1
262,18,0,178,448,1,1
262,19,1,190,460,0,1
262,20,0,190,463,1,1
262,21,2,114,473,1,1
262,22,3,180,480,1,1
262,23,1,227,531,0,1
262,24,0,227,540,1,1
262,25,2,251,600,1,1
262,26,1,252,604,0,1
262,27,0,252,631,1,1
262,28,3,264,639,1,1
262,29,3,283,645,1,1
262,30,2,302,670,1,1
262,31,1,302,670,0,1
262,32,0,302,678,1,1
262,33,2,324,736,1,1
262,34,1,325,740,0,1
262,35,0,325,773,1,1
262,36,1,362,810,0,1
262,37,0,362,814,1,1
263,0,0,0,1,1,1
263,1,1,11,12,0,1
263,2,0,11,36,1,1
263,3,3,28,48,1,1
263,4,1,224,243,0,1
263,5,0,224,257,1,1
263,6,2,301,346,1,1
263,7,1,303,348,0,1
263,8,0,303,980,1,1
263,9,1,325,1002,0,1
263,10,0,325,1019,1,1
263,11,1,328,1022,0,1
263,12,0,328,1046,1,1
263,13,1,398,1115,0,1
263,14,0,398,1674,1,1
263,15,2,396,1681,1,1
263,16,1,404,1692,0,1
263,17,0,404,1699,1,1
263,18,2,476,1777,1,1
263,19,1,477,1778,0,1
263,20,0,477,1784,1,1
264,0,0,0,1,1,1
264,1,2,301,313,1,1
264,2,2,294,320,1,1
265,0,0,0,1,1,1
265,1,1,50,50,0,1
265,2,2,45,61,0,1
265,3,1,45,61,0,1
265,4,0,45,74,1,1
265,5,2,74,108,1,1
265,6,2,166,208,1,1
265,7,1,421,463,0,1
265,8,0,421,477,1,1
265,9,2,419,480,1,1
265,10,1,424,485,0,1
265,11,2,420,492,0,1
266,0,0,0,1,1,1
266,1,2,2,11,1,1
266,2,1,27,37,0,1
266,3,0,27,54,1,1
266,4,1,216,242,0,1
266,5,0,216,310,1,1
266,6,2,290,395,1,1
267,0,0,0,1,1,1
267,1,1,114,114,0,1
267,2,0,114,166,1,1
267,3,1,126,179,0,1
267,4,0,126,202,1,1
267,5,1,127,203,0,1
267,6,0,127,205,1,1
267,7,2,118,215,1,1
267,8,1,120,219,0,1
267,9,0,120,222,1,1
267,10,2,165,276,1,1
267,11,3,182,289,1,1
267,12,3,193,295,1,1
267,13,2,191,298,1,1
267,14,1,233,340,0,1
267,15,0,233,394,1,1
267,16,1,279,440,0,1
267,17,0,279,451,1,1
267,18,1,359,531,0,1
267,19,2,351,541,0,1
267,20,2,349,546,0,1
267,21,2,379,581,0,1
267,22,2,425,637,0,1
267,23,1,433,647,0,1
267,24,0,433,913,1,1
267,25,2,492,977,1,1
268,0,0,0,1,1,1
268,1,2,46,58,1,1
268,2,2,104,130,1,1
268,3,2,126,166,1,1
268,4,1,126,168,0,1
268,5,0,126,171,1,1
268,6,1,170,214,0,1
268,7,0,170,785,1,1
268,8,1,172,787,0,1
268,9,0,172,797,1,1
268,10,2,163,812,1,1
268,11,3,188,817,1,1
268,12,2,214,858,1,1
268,13,2,215,896,1,1
268,14,1,358,1042,0,1
268,15,0,358,1065,1,1
268,16,1,362,1069,0,1
268,17,0,362,1092,1,1
268,18,2,360,1099,1,1
268,19,2,461,1208,1,1
268,20,1,464,1216,0,1
268,21,2,459,1219,0,1
268,22,1,459,1219,0,1
268,23,0,459,1225,1,1
268,24,2,462,1233,1,1
268,25,1,473,1244,0,1
268,26,0,473,1246,1,1
269,0,0,0,1,1,1
269,1,3,397,10,1,1
269,2,3,476,15,1,1
269,3,2,430,17,1,1
269,4,2,464,60,1,1
269,5,1,472,68,0,1
269,6,0,472,147,1,1
269,7,1,480,155,0,1
269,8,0,480,173,1,1
269,9,1,511,203,0,1
269,10,0,511,219,1,1
269,11,1,575,283,0,1
269,12,0,575,287,1,1
269,13,2,600,320,1,1
269,14,1,602,322,0,1
269,15,0,602,325,1,1
269,16,1,604,327,0,1
269,17,0,604,329,1,1
269,18,1,606,331,0,1
269,19,0,606,333,1,1
269,20,1,711,438,0,1
269,21,0,711,493,1,1
269,22,1,721,503,0,1
269,23,0,721,507,1,1
269,24,1,748,535,0,1
269,25,0,748,548,1,1
269,26,1,755,555,0,1
269,27,0,755,567,1,1
269,28,1,763,575,0,1
269,29,2,602,931,0,1
269,30,1,602,935,0,1
269,31,2,594,939,0,1
269,32,1,594,939,0,1
269,33,3,603,984,0,1
269,34,1,604,985,0,1
269,35,2,547,1083,0,1
269,36,2,530,1091,0,1
269,37,2,601,1174,0,1
269,38,1,602,1175,0,1
269,39,0,602,1185,1,1
269,40,3,640,1207,1,1
269,41,1,642,1209,0,1
269,42,0,642,1219,1,1
269,43,1,655,1232,0,1
269,44,0,655,1270,1,1
269,45,1,677,1292,0,1
269,46,0,677,1302,1,1
269,47,1,678,1303,0,1
269,48,0,678,1305,1,1
269,49,1,684,1311,0,1
269,50,0,684,1320,1,1
269,51,1,690,1326,0,1
269,52,0,690,1335,1,1
269,53,1,695,1340,0,1
269,54,0,695,1463,1,1
269,55,2,682,1467,1,1
269,56,1,696,1483,0,1
269,57,0,696,1494,1,1
269,58,1,697,1495,0,1
269,59,0,697,1549,1,1
269,60,2,684,1557,1,1
269,61,1,701,1577,0,1
269,62,0,701,1620,1,1
269,63,2,682,1624,1,1
269,64,1,714,1657,0,1
269,65,2,690,1967,0,1
269,66,1,690,1968,0,1
269,67,2,682,2235,0,1
269,68,1,682,2235,0,1
269,69,2,593,2430,0,1
269,70,2,472,2435,0,1
269,71,2,423,2440,0,1
269,72,3,480,2444,0,1
269,73,1,480,2447,0,1
269,74,0,480,2450,1,1
269,75,1,511,2481,0,1
269,76,0,511,2488,1,1
269,77,1,541,2518,0,1
269,78,0,541,2520,1,1
269,79,2,541,2528,1,1
269,80,1,552,2539,0,1
269,81,0,552,2600,1,1
269,82,1,558,2606,0,1
269,83,0,558,2639,1,1
269,84,2,553,2648,1,1
269,85,1,614,2711,0,1
269,86,0,614,2788,1,1
269,87,1,637,2810,0,1
269,88,0,637,2815,1,1
269,89,2,632,2818,1,1
269,90,1,643,2829,0,1
269,91,0,643,2831,1,1
269,92,1,654,2842,0,1
269,93,0,654,2887,1,1
269,94,2,659,2902,1,1
269,95,1,659,2902,0,1
269,96,2,651,2917,0,1
269,97,1,662,2929,0,1
269,98,0,662,2932,1,1
269,99,1,667,2937,0,1
269,100,2,659,2945,0,1
269,101,1,662,2949,0,1
269,102,0,662,2967,1,1
269,103,1,666,2971,0,1
269,104,0,666,3012,1,1
269,105,1,697,3043,0,1
269,106,2,688,3081,0,1
269,107,1,695,3091,0,1
269,108,2,687,3335,0,1
269,109,1,703,3352,0,1
269,110,2,689,3358,0,1
269,111,1,696,3368,0,1
269,112,2,688,3373,0,1
269,113,1,688,3373,0,1
269,114,0,688,3377,1,1
269,115,1,695,3384,0,1
269,116,0,695,3390,1,1
269,117,1,696,3391,0,1
269,118,0,696,3398,1,1
269,119,1,697,3399,0,1
269,120,2,681,3403,0,1
269,121,1,693,3418,0,1
269,122,0,693,3420,1,1
269,123,2,686,3422,1,1
269,124,1,694,3430,0,1
269,125,0,694,3436,1,1
269,126,1,704,3448,0,1
269,127,2,696,3461,0,1
269,128,1,696,3461,0,1
269,129,0,696,3649,1,1
269,130,2,688,3656,1,1
269,131,1,702,3671,0,1
269,132,0,702,3728,1,1
269,133,1,707,3733,0,1
269,134,0,707,3742,1,1
269,135,2,726,3769,1,1
269,136,3,753,3780,1,1
269,137,1,754,3781,0,1
269,138,0,754,3800,1,1
269,139,1,768,3814,0,1
269,140,0,768,3829,1,1
270,0,0,0,1,1,1
270,1,1,265,264,0,1
270,2,0,265,291,1,1
270,3,1,301,327,0,1
270,4,0,301,338,1,1
270,5,2,405,451,1,1
270,6,2,507,560,1,1
270,7,1,507,560,0,1
270,8,0,507,574,1,1
272,0,0,0,1,1,1
272,1,1,356,354,0,1
272,2,0,356,357,1,1
273,0,0,0,1,1,1
273,1,1,22,22,0,1
273,2,0,22,51,1,1
273,3,1,96,125,0,1
273,4,0,96,129,1,1
273,5,3,110,135,1,1
273,6,2,103,136,1,1
273,7,2,98,146,1,1
273,8,3,103,150,1,1
273,9,2,64,162,1,1
273,10,3,126,163,1,1
273,11,2,116,164,1,1
273,12,1,154,203,0,1
273,13,0,154,214,1,1
273,14,2,157,221,1,1
273,15,1,158,222,0,1
273,16,0,158,244,1,1
273,17,2,166,256,1,1
273,18,1,166,256,0,1
273,19,0,166,261,1,1
274,0,0,337,195,1,1
274,1,1,387,245,0,1
274,2,0,387,249,1,1
274,3,1,413,275,0,1
274,4,0,413,291,1,1
274,5,1,431,309,0,1
274,6,0,431,329,1,1
275,0,0,0,1,1,1
275,1,1,30,31,0,1
275,2,0,30,61,1,1
275,3,1,112,142,0,1
275,4,0,112,194,1,1
275,5,1,130,212,0,1
275,6,2,122,215,0,1
275,7,1,122,215,0,1
275,8,2,115,239,0,1
275,9,1,396,518,0,1
275,10,0,396,613,1,1
275,11,1,415,632,0,1
275,12,0,415,737,1,1
275,13,1,448,770,0,1
275,14,0,448,810,1,1
275,15,1,458,820,0,1
275,16,0,458,1675,1,1
275,17,1,482,1699,0,1
275,18,0,482,2137,1,1
275,19,1,604,2258,0,1
275,20,0,604,2272,1,1
276,0,0,993,1186,1,1
276,1,1,1047,1239,0,1
276,2,0,1047,1316,1,1
276,3,2,1114,1432,1,1
276,4,1,1248,1566,0,1
276,5,0,1248,1785,1,1
276,6,1,1250,1787,0,1
276,7,0,1250,1792,1,1
277,0,0,0,1,1,1
277,1,1,5,6,0,1
277,2,0,5,105,1,1
277,3,1,54,153,0,1
277,4,0,54,172,1,1
277,5,1,83,201,0,1
277,6,0,83,266,1,1
277,7,1,106,289,0,1
277,8,0,106,461,1,1
277,9,1,370,724,0,1
277,10,0,370,728,1,1
278,0,0,0,1,1,1
278,1,1,17,17,0,1
278,2,0,17,135,1,1
278,3,2,34,157,1,1
278,4,1,87,210,0,1
278,5,0,87,288,1,1
278,6,1,139,340,0,1
278,7,0,139,614,1,1
278,8,1,185,660,0,1
278,9,0,185,738,1,1
279,0,0,0,15,1,1
279,1,3,339,18,1,1
279,2,2,46,20,1,1
279,3,1,49,25,0,1
279,4,0,49,176,1,1
279,5,3,86,179,1,1
279,6,1,88,181,0,1
279,7,3,145,258,0,1
279,8,2,119,259,0,1
279,9,3,155,260,0,1
279,10,1,155,260,0,1
279,11,3,252,307,0,1
279,12,3,307,312,0,1
279,13,1,307,314,0,1
279,14,3,423,335,0,1
279,15,1,423,338,0,1
279,16,3,540,368,0,1
279,17,2,503,374,0,1
279,18,3,517,377,0,1
279,19,1,517,377,0,1
279,20,3,558,446,0,1
279,21,3,662,452,0,1
279,22,2,651,457,0,1
279,23,1,651,457,0,1
279,24,3,731,464,0,1
279,25,3,795,469,0,1
279,26,1,796,473,0,1
279,27,3,809,482,0,1
279,28,1,811,484,0,1
279,29,0,811,496,1,1
279,30,1,812,497,0,1
279,31,0,812,501,1,1
279,32,1,813,502,0,1
279,33,3,878,505,0,1
279,34,2,854,509,0,1
279,35,3,1084,510,0,1
279,36,1,1084,513,0,1
279,37,0,1084,516,1,1
279,38,2,1003,543,1,1
279,39,1,1003,543,0,1
279,40,2,720,546,0,1
279,41,2,685,551,0,1
279,42,3,812,553,0,1
279,43,1,814,558,0,1
279,44,0,814,579,1,1
279,45,3,829,581,1,1
279,46,2,778,583,1,1
279,47,3,1110,740,1,1
279,48,1,1110,742,0,1
279,49,3,1164,745,0,1
279,50,3,1190,750,0,1
279,51,2,1089,751,0,1
279,52,2,1028,756,0,1
279,53,1,1236,964,0,1
279,54,2,1215,972,0,1
279,55,1,1265,1026,0,1
280,0,0,0,1,1,1
280,1,1,21,21,0,1
280,2,0,21,27,1,1
280,3,1,23,29,0,1
280,4,0,23,35,1,1
281,0,0,62,173,1,1
281,1,3,101,175,1,1
281,2,1,103,180,0,1
281,3,3,155,243,0,1
281,4,3,204,248,0,1
281,5,2,195,253,0,1
281,6,1,197,255,0,1
282,0,0,0,1,1,1
282,1,1,24,24,0,1
282,2,0,24,1118,1,1
282,3,1,177,1271,0,1
282,4,0,177,1584,1,1
282,5,1,184,1591,0,1
282,6,0,184,1981,1,1
282,7,2,203,2007,1,1
282,8,1,210,2014,0,1
282,9,0,210,3114,1,1
282,10,1,364,3267,0,1
282,11,0,364,3270,1,1
282,12,2,428,3433,1,1
282,13,2,409,3439,1,1
282,14,2,616,3664,1,1
282,15,2,650,3714,1,1
283,0,0,0,1,1,1
284,0,0,0,2,1,1
286,0,0,0,0,1,1.0
286,1,4,0,1,1,1.25
286,2,3,8,5,1,1.25
286,3,1,11,8,0,1.25
286,4,0,11,54,1,1.25
286,5,1,13,56,0,1.25
286,6,0,13,233,1,1.25
286,7,4,60,272,1,2.0
286,8,4,84,284,1,1.25
286,9,1,159,343,0,1.25
286,10,2,121,349,0,1.25
286,11,1,121,350,0,1.25
286,12,0,121,353,1,1.25
286,13,3,141,359,1,1.25
286,14,6,162,378,1,1.0
286,15,4,159,344,1,1.25
287,0,0,0,0,1,1.0
287,1,4,0,1,1,1.25
287,2,3,8,5,1,1.25
287,3,1,11,8,0,1.25
287,4,0,11,54,1,1.25
287,5,1,13,56,0,1.25
287,6,0,13,233,1,1.25
287,7,4,60,272,1,2.0
287,8,4,84,284,1,1.25
287,9,1,159,343,0,1.25
287,10,2,121,349,0,1.25
287,11,1,121,350,0,1.25
287,12,0,121,353,1,1.25
287,13,3,141,359,1,1.25
287,14,6,162,378,1,1.0
287,15,4,159,344,1,1.25
289,0,0,0,1,1,1.0
289,1,4,1,3,1,1.25
290,0,0,0,1,1,1.0
290,1,4,8,10,1,1.25
291,0,0,0,1,1,1.0
291,1,4,26,28,1,1.25
292,0,0,0,1,1,1.0
292,1,4,14,16,1,1.5
292,2,1,45,37,0,1.5
292,3,0,45,39,1,1.5
292,4,0,48,44,1,1.5
292,5,1,55,49,0,1.5
292,6,0,55,53,1,1.5
292,7,1,63,59,0,1.5
292,8,0,63,62,1,1.5
292,9,4,78,73,1,2.0
292,10,1,107,87,0,2.0
292,11,0,107,92,1,2.0
292,12,4,119,100,1,1.5
293,0,0,0,1,1,1.0
293,1,1,70,70,0,1.0
293,2,0,70,73,1,1.0
293,3,2,48,76,1,1.0
293,4,1,74,102,0,1.0
293,5,0,74,140,1,1.0
293,6,4,92,159,1,1.5
294,0,0,0,1,1,1.0
294,1,4,125,127,1,1.5
294,2,1,159,149,0,1.5
294,3,0,159,1332,1,1.5
294,4,0,185,1358,1,1.5
294,5,0,211,2027,1,1.5
294,6,2,217,2035,1,1.5
294,7,1,217,2035,0,1.5
294,8,2,175,2134,0,1.5
294,9,2,168,2139,0,1.5
294,10,6,192,2157,0,1.0
294,11,0,192,2171,1,1.0
